id,user_id,product_id,gross_amount,discounts,transaction_date
TRX632516,SC1105012020007,17,9100.0,,2024-03-22
TRX632517,SC1105012020007,17,34400.0,13100.0,2024-04-01
TRX632518,SC1105012020007,17,34700.0,6899.999999999999,2024-03-25
TRX632519,SC1105012020007,18,23500.0,,2024-07-27
TRX632520,SC1105012020007,18,16500.0,,2024-11-24
TRX632521,SC1105012020008,1,36400.0,,2024-07-22
TRX632522,SC1105012020008,1,83600.0,,2024-03-27
TRX632523,SC1105012020008,2,84400.0,,2024-12-20
TRX632524,SC1105012020008,2,32800.0,,2024-11-12
TRX632525,SC1105012020008,2,2800.000000000018,2800.000000000018,2024-06-17
TRX632526,SC1105012020008,3,106700.0,,2024-01-09
TRX632527,SC1105012020008,3,113300.0,,2024-01-09
TRX632528,SC1105012020008,4,425900.00000000006,,2024-10-21
TRX632529,SC1105012020008,4,114100.0,30000.0,2024-08-03
TRX632530,SC1105012020008,5,73900.0,,2024-04-23
TRX632531,SC1105012020008,5,76100.0,10000.0,2024-02-18
TRX632532,SC1105012020008,6,2500.0,,2024-09-27
TRX632533,SC1105012020008,6,4400.0,,2024-06-03
TRX632534,SC1105012020008,6,3100.0,,2024-11-16
TRX632535,SC1105012020008,8,78100.0,,2024-07-19
TRX632536,SC1105012020008,8,181000.0,,2024-10-23
TRX632537,SC1105012020008,8,56400.0,7800.0,2024-07-06
TRX632538,SC1105012020008,8,134500.0,12200.0,2024-05-19
TRX632539,SC1105012020008,9,18900.0,,2024-06-13
TRX632540,SC1105012020008,9,11100.000000000002,,2024-06-06
TRX632541,SC1105012020008,10,2800.0000000000005,,2024-03-19
TRX632542,SC1105012020008,10,3300.0,,2024-07-27
TRX632543,SC1105012020008,10,600.0,,2024-10-08
TRX632544,SC1105012020008,10,3299.9999999999977,,2024-03-14
TRX632545,SC1105012020008,11,6200.0,,2024-06-26
TRX632546,SC1105012020008,11,13799.999999999998,,2024-02-26
TRX632547,SC1105012020008,12,84400.0,,2024-12-20
TRX632548,SC1105012020008,12,75600.0,10000.0,2024-05-29
TRX632549,SC1105012020008,14,86800.0,,2024-06-06
TRX632550,SC1105012020008,14,103200.0,10000.0,2024-03-18
TRX632551,SC1105012020008,17,26600.0,,2024-04-02
TRX632552,SC1105012020008,17,26700.0,,2024-12-05
TRX632553,SC1105012020008,17,46700.0,,2024-04-17
TRX632554,SC1105012020008,18,3900.0,,2024-04-01
TRX632555,SC1105012020008,18,18300.0,,2024-04-04
TRX632556,SC1105012020008,18,6400.0,6400.0,2024-03-21
TRX632557,SC1105012020008,18,1399.9999999999952,1399.9999999999952,2024-06-27
TRX632558,SC1105012020011,1,54000.0,,2024-09-03
TRX632559,SC1105012020011,1,23400.0,,2024-07-14
TRX632560,SC1105012020011,1,52500.0,9900.0,2024-11-15
TRX632561,SC1105012020011,1,10100.0,10100.0,2024-07-20
TRX632562,SC1105012020011,2,15100.0,,2024-01-26
TRX632563,SC1105012020011,2,50800.0,,2024-02-04
TRX632564,SC1105012020011,2,4000.0,4000.0,2024-05-27
TRX632565,SC1105012020011,2,30099.999999999996,6000.0,2024-06-04
TRX632566,SC1105012020011,3,12800.0,,2024-01-17
TRX632567,SC1105012020011,3,65100.0,,2024-09-24
TRX632568,SC1105012020011,3,48000.0,,2024-08-23
TRX632569,SC1105012020011,3,34100.0,,2024-02-18
TRX632570,SC1105012020011,4,216200.0,,2024-04-13
TRX632571,SC1105012020011,4,243800.0,60000.0,2024-05-31
TRX632572,SC1105012020011,5,18000.0,,2024-04-06
TRX632573,SC1105012020011,5,22000.0,,2024-11-03
TRX632574,SC1105012020011,6,29900.000000000004,,2024-12-26
TRX632575,SC1105012020011,6,6700.0,,2024-12-29
TRX632576,SC1105012020011,6,3400.0000000000005,3400.0000000000005,2024-10-23
TRX632577,SC1105012020011,6,10000.000000000002,6599.999999999999,2024-12-15
TRX632578,SC1105012020011,7,15600.0,,2024-06-11
TRX632579,SC1105012020011,7,23800.0,,2024-03-14
TRX632580,SC1105012020011,7,12900.0,12900.0,2024-06-05
TRX632581,SC1105012020011,7,7700.0,7700.0,2024-07-26
TRX632582,SC1105012020011,8,41400.0,,2024-11-15
TRX632583,SC1105012020011,8,47100.0,,2024-07-11
TRX632584,SC1105012020011,8,21500.0,21500.0,2024-01-12
TRX632585,SC1105012020011,10,4700.0,,2024-12-16
TRX632586,SC1105012020011,10,1300.0,,2024-06-14
TRX632587,SC1105012020011,10,1700.0000000000002,,2024-04-21
TRX632588,SC1105012020011,10,2300.0,,2024-07-30
TRX632589,SC1105012020011,11,2900.0,,2024-06-29
TRX632590,SC1105012020011,11,1300.0,,2024-09-21
TRX632591,SC1105012020011,11,2700.0,,2024-06-22
TRX632592,SC1105012020011,11,3100.0,,2024-06-19
TRX632593,SC1105012020011,12,298300.0,,2024-10-17
TRX632594,SC1105012020011,12,307900.0,,2024-01-18
TRX632595,SC1105012020011,12,25600.0,25600.0,2024-02-02
TRX632596,SC1105012020011,12,108200.0,64400.00000000001,2024-05-10
TRX632597,SC1105012020011,14,129000.0,,2024-06-16
TRX632598,SC1105012020011,14,141000.0,40000.0,2024-08-13
TRX632599,SC1105012020011,15,500.0,,2024-10-10
TRX632600,SC1105012020011,15,5200.0,,2024-10-05
TRX632601,SC1105012020011,15,3300.0,,2024-10-22
TRX632602,SC1105012020011,15,999.999999999997,,2024-03-23
TRX632603,SC1105012020011,17,9800.0,,2024-05-09
TRX632604,SC1105012020011,17,4400.0,,2024-02-25
TRX632605,SC1105012020011,17,26500.0,20700.000000000004,2024-06-11
TRX632606,SC1105012020011,17,29300.0,29300.0,2024-04-29
TRX632607,SC1105012010005,1,35500.0,,2024-07-13
TRX632608,SC1105012010005,1,169200.00000000003,,2024-11-12
TRX632609,SC1105012010005,1,65299.99999999999,65299.99999999999,2024-07-21
TRX632610,SC1105012010005,2,10800.0,,2024-07-05
TRX632611,SC1105012010005,2,2200.0,,2024-07-05
TRX632612,SC1105012010005,2,17000.0,10000.0,2024-08-02
TRX632613,SC1105012010005,3,65700.0,,2024-06-12
TRX632614,SC1105012010005,3,68100.0,,2024-02-17
TRX632615,SC1105012010005,3,76200.0,,2024-03-21
TRX632616,SC1105012010005,4,110000.0,,2024-08-23
TRX632617,SC1105012010005,4,101000.0,,2024-05-26
TRX632618,SC1105012010005,4,99000.0,30000.0,2024-02-12
TRX632619,SC1105012010005,5,191600.0,,2024-06-19
TRX632620,SC1105012010005,5,56100.0,,2024-04-08
TRX632621,SC1105012010005,5,44200.0,7300.0,2024-08-09
TRX632622,SC1105012010005,5,168100.00000000003,52699.99999999999,2024-08-11
TRX632623,SC1105012010005,6,6400.0,,2024-06-10
TRX632624,SC1105012010005,6,8500.0,,2024-03-21
TRX632625,SC1105012010005,6,100.0,,2024-09-22
TRX632626,SC1105012010005,6,5000.0,,2024-11-13
TRX632627,SC1105012010005,7,6100.0,,2024-09-14
TRX632628,SC1105012010005,7,23900.0,10000.0,2024-12-03
TRX632629,SC1105012010005,8,86000.0,,2024-09-14
TRX632630,SC1105012010005,8,44000.0,20000.0,2024-12-24
TRX632631,SC1105012010005,12,98000.0,,2024-11-25
TRX632632,SC1105012010005,12,110200.0,,2024-06-15
TRX632633,SC1105012010005,12,131800.0,50000.0,2024-12-22
TRX632634,SC1105012010005,13,9500.0,,2024-03-15
TRX632635,SC1105012010005,13,500.0,,2024-03-30
TRX632636,SC1105012010005,14,88000.0,,2024-04-20
TRX632637,SC1105012010005,14,42000.0,42000.0,2024-05-17
TRX632638,SC1105012010005,15,5400.0,,2024-05-07
TRX632639,SC1105012010005,15,6899.999999999999,,2024-12-11
TRX632640,SC1105012010005,15,7700.0,7700.0,2024-02-08
TRX632641,SC1105012010005,16,4900.0,,2024-05-24
TRX632642,SC1105012010005,16,5100.0,,2024-11-04
TRX632643,SC1105012010005,17,43200.0,,2024-09-02
TRX632644,SC1105012010005,17,59900.0,,2024-10-12
TRX632645,SC1105012010005,17,46900.00000000001,,2024-08-05
TRX632646,SC1105012010005,18,400.0,,2024-01-21
TRX632647,SC1105012010005,18,13600.000000000002,,2024-01-25
TRX632648,SC1105012010005,18,17800.0,,2024-05-11
TRX632649,SC1105012010005,18,18200.0,,2024-04-15
TRX632650,SC1105012011001,1,423600.0,,2024-10-10
TRX632651,SC1105012011001,1,476400.0,10000.0,2024-07-22
TRX632652,SC1105012011001,2,19200.0,,2024-02-18
TRX632653,SC1105012011001,2,20800.0,20000.0,2024-05-04
TRX632654,SC1105012011001,3,255100.00000000003,,2024-05-01
TRX632655,SC1105012011001,3,93699.99999999999,,2024-08-27
TRX632656,SC1105012011001,3,157900.0,500.0,2024-07-15
TRX632657,SC1105012011001,3,63300.0,9500.0,2024-05-04
TRX632658,SC1105012011001,4,43400.0,,2024-04-21
TRX632659,SC1105012011001,4,66600.0,,2024-01-06
TRX632660,SC1105012011001,5,41600.0,,2024-04-01
TRX632661,SC1105012011001,5,45900.0,,2024-11-12
TRX632662,SC1105012011001,5,43800.0,15400.0,2024-06-01
TRX632663,SC1105012011001,5,28700.0,24600.0,2024-01-11
TRX632664,SC1105012011001,14,68000.0,,2024-05-21
TRX632665,SC1105012011001,14,95000.0,,2024-11-09
TRX632666,SC1105012011001,14,5100.0,,2024-02-04
TRX632667,SC1105012011001,14,61899.99999999997,,2024-06-22
TRX632668,SC1105012011001,17,,,2024-07-25
TRX632669,SC1105012011001,17,,,2024-05-24
TRX632670,SC1105012011002,1,494000.0,,2024-04-02
TRX632671,SC1105012011002,1,406000.0,10000.0,2024-06-07
TRX632672,SC1105012011002,2,26400.0,,2024-05-29
TRX632673,SC1105012011002,2,15600.0,,2024-01-31
TRX632674,SC1105012011002,2,7999.999999999998,7999.999999999998,2024-01-05
TRX632675,SC1105012011002,3,237000.0,,2024-02-12
TRX632676,SC1105012011002,3,153000.0,,2024-09-10
TRX632677,SC1105012011002,4,26600.0,,2024-10-28
TRX632678,SC1105012011002,4,18600.0,,2024-08-27
TRX632679,SC1105012011002,4,34500.0,23200.0,2024-11-01
TRX632680,SC1105012011002,4,40300.0,6800.000000000001,2024-11-10
TRX632681,SC1105012011002,5,12600.0,,2024-06-25
TRX632682,SC1105012011002,5,45900.0,,2024-04-01
TRX632683,SC1105012011002,5,8100.000000000001,8100.000000000001,2024-06-25
TRX632684,SC1105012011002,5,43400.0,31900.0,2024-04-24
TRX632685,SC1105012011002,6,3400.0000000000005,,2024-09-26
TRX632686,SC1105012011002,6,3700.0,,2024-09-26
TRX632687,SC1105012011002,6,2900.0,,2024-11-07
TRX632688,SC1105012011002,7,2900.0,,2024-01-20
TRX632689,SC1105012011002,7,3700.0,,2024-05-07
TRX632690,SC1105012011002,7,3400.0000000000005,,2024-09-17
TRX632691,SC1105012011002,8,16700.0,,2024-09-27
TRX632692,SC1105012011002,8,114900.0,,2024-08-10
TRX632693,SC1105012011002,8,38400.0,10000.0,2024-09-16
TRX632694,SC1105012011002,9,6899.999999999999,,2024-10-09
TRX632695,SC1105012011002,9,3100.0,,2024-12-02
TRX632696,SC1105012011002,10,9400.0,,2024-11-29
TRX632697,SC1105012011002,10,9400.0,,2024-11-17
TRX632698,SC1105012011002,10,1200.0,,2024-07-31
TRX632699,SC1105012011002,12,37200.0,,2024-04-27
TRX632700,SC1105012011002,12,43300.0,,2024-08-15
TRX632701,SC1105012011002,12,19300.0,11600.0,2024-03-27
TRX632702,SC1105012011002,12,50199.99999999999,8400.0,2024-08-31
TRX632703,SC1105012011002,13,4700.0,,2024-05-06
TRX632704,SC1105012011002,13,25299.999999999996,,2024-06-14
TRX632705,SC1105012011002,14,132700.0,,2024-07-23
TRX632706,SC1105012011002,14,57300.00000000001,30000.0,2024-02-04
TRX632707,SC1105012011002,15,11200.000000000002,,2024-11-18
TRX632708,SC1105012011002,15,8800.0,,2024-12-02
TRX632709,SC1105012011002,16,1100.0,,2024-05-18
TRX632710,SC1105012011002,16,3000.0,,2024-05-19
TRX632711,SC1105012011002,16,3800.0,,2024-11-02
TRX632712,SC1105012011002,16,2100.0,,2024-12-12
TRX632713,SC1105012011002,17,32400.000000000004,,2024-10-08
TRX632714,SC1105012011002,17,57000.0,,2024-09-26
TRX632715,SC1105012011002,17,40599.99999999998,20000.0,2024-01-13
TRX632716,SC1105012011003,1,889500.0,,2024-08-11
TRX632717,SC1105012011003,1,121600.0,,2024-11-01
TRX632718,SC1105012011003,1,48900.0,20000.0,2024-09-03
TRX632719,SC1105012011003,2,7900.0,,2024-06-13
TRX632720,SC1105012011003,2,52100.0,10000.0,2024-08-25
TRX632721,SC1105012011003,3,81600.0,,2024-06-11
TRX632722,SC1105012011003,3,171200.0,,2024-03-21
TRX632723,SC1105012011003,3,57200.0,10000.0,2024-06-16
TRX632724,SC1105012011003,4,122000.0,,2024-11-14
TRX632725,SC1105012011003,4,48000.0,48000.0,2024-05-10
TRX632726,SC1105012011003,5,84600.00000000001,,2024-10-24
TRX632727,SC1105012011003,5,55400.0,30000.0,2024-09-07
TRX632728,SC1105012011003,6,2900.0,,2024-09-27
TRX632729,SC1105012011003,6,2200.0,,2024-08-10
TRX632730,SC1105012011003,6,2700.0,,2024-11-13
TRX632731,SC1105012011003,6,2200.0,,2024-05-15
TRX632732,SC1105012011003,8,32400.000000000004,,2024-01-27
TRX632733,SC1105012011003,8,182399.99999999997,,2024-08-18
TRX632734,SC1105012011003,8,5200.0000000000355,5200.0000000000355,2024-04-09
TRX632735,SC1105012011003,10,200.0,,2024-03-04
TRX632736,SC1105012011003,10,5699.999999999999,,2024-03-19
TRX632737,SC1105012011003,10,1100.0,,2024-05-22
TRX632738,SC1105012011003,10,3000.0,,2024-04-02
TRX632739,SC1105012011003,11,7400.0,,2024-08-19
TRX632740,SC1105012011003,11,2600.0,,2024-07-02
TRX632741,SC1105012011003,12,21400.0,,2024-04-15
TRX632742,SC1105012011003,12,37000.0,,2024-12-07
TRX632743,SC1105012011003,12,37000.0,,2024-04-20
TRX632744,SC1105012011003,12,24600.0,,2024-01-20
TRX632745,SC1105012011003,14,59400.00000000001,,2024-08-22
TRX632746,SC1105012011003,14,116199.99999999999,,2024-06-06
TRX632747,SC1105012011003,14,4400.0,,2024-10-15
TRX632748,SC1105012011003,15,3400.0000000000005,,2024-10-21
TRX632749,SC1105012011003,15,4100.0,,2024-07-24
TRX632750,SC1105012011003,15,200.0,,2024-08-10
TRX632751,SC1105012011003,15,2300.0,,2024-06-13
TRX632752,SC1105012011003,17,4500.0,,2024-12-10
TRX632753,SC1105012011003,17,10400.0,,2024-12-05
TRX632754,SC1105012011003,17,11900.0,,2024-11-15
TRX632755,SC1105012011003,17,3200.000000000002,,2024-11-30
TRX632756,SC1105012011003,18,2800.0000000000005,,2024-12-24
TRX632757,SC1105012011003,18,3100.0,,2024-09-10
TRX632758,SC1105012011003,18,4100.0,,2024-07-01
TRX632759,SC1105012009001,1,48099.99999999999,,2024-10-11
TRX632760,SC1105012009001,1,64500.0,,2024-01-28
TRX632761,SC1105012009001,1,20700.0,,2024-05-31
TRX632762,SC1105012009001,1,46700.0,,2024-05-04
TRX632763,SC1105012009001,2,50800.0,,2024-08-16
TRX632764,SC1105012009001,2,39000.0,,2024-07-06
TRX632765,SC1105012009001,2,30200.0,30200.0,2024-08-30
TRX632766,SC1105012009001,3,67200.0,,2024-11-03
TRX632767,SC1105012009001,3,55900.0,,2024-05-16
TRX632768,SC1105012009001,3,56900.00000000001,56900.00000000001,2024-02-25
TRX632769,SC1105012009001,4,47200.0,,2024-10-29
TRX632770,SC1105012009001,4,112800.0,50000.0,2024-08-13
TRX632771,SC1105012009001,5,15800.0,,2024-02-05
TRX632772,SC1105012009001,5,37200.0,,2024-08-23
TRX632773,SC1105012009001,5,37000.0,,2024-07-08
TRX632774,SC1105012009001,8,20600.0,,2024-08-22
TRX632775,SC1105012009001,8,159400.0,40000.0,2024-04-04
TRX632776,SC1105012009001,9,5800.0,,2024-10-03
TRX632777,SC1105012009001,9,4600.0,,2024-03-07
TRX632778,SC1105012009001,9,4700.0,,2024-01-29
TRX632779,SC1105012009001,9,4900.0,,2024-07-20
TRX632780,SC1105012009001,10,7300.0,,2024-08-14
TRX632781,SC1105012009001,10,2200.0,,2024-12-08
TRX632782,SC1105012009001,10,500.0,,2024-08-13
TRX632783,SC1105012009001,12,15000.0,,2024-09-03
TRX632784,SC1105012009001,12,11299.999999999998,,2024-10-01
TRX632785,SC1105012009001,12,15100.0,,2024-02-23
TRX632786,SC1105012009001,12,18600.0,,2024-10-24
TRX632787,SC1105012009001,13,11900.0,,2024-04-17
TRX632788,SC1105012009001,13,18100.0,,2024-01-29
TRX632789,SC1105012009001,14,214000.0,,2024-04-22
TRX632790,SC1105012009001,14,126000.0,20000.0,2024-09-24
TRX632791,SC1105012009001,16,8000.0,,2024-11-11
TRX632792,SC1105012009001,16,22000.0,10000.0,2024-11-12
TRX632793,SC1105012009001,17,11200.000000000002,,2024-10-26
TRX632794,SC1105012009001,17,18800.0,,2024-02-10
TRX632795,SC1105012009001,18,21200.0,,2024-08-16
TRX632796,SC1105012009001,18,28800.0,,2024-11-04
TRX632797,SC1105012006007,1,47600.0,,2024-02-15
TRX632798,SC1105012006007,1,70000.0,,2024-02-03
TRX632799,SC1105012006007,1,71300.0,32500.0,2024-11-22
TRX632800,SC1105012006007,1,71100.0,17500.0,2024-09-10
TRX632801,SC1105012006007,2,39200.0,,2024-09-24
TRX632802,SC1105012006007,2,20800.0,20800.0,2024-05-25
TRX632803,SC1105012006007,3,132500.0,,2024-01-30
TRX632804,SC1105012006007,3,57500.0,10000.0,2024-08-18
TRX632805,SC1105012006007,4,40800.0,,2024-02-26
TRX632806,SC1105012006007,4,112899.99999999999,,2024-08-20
TRX632807,SC1105012006007,4,126300.00000000001,20000.0,2024-02-22
TRX632808,SC1105012006007,5,52800.0,,2024-12-31
TRX632809,SC1105012006007,5,112700.0,,2024-06-05
TRX632810,SC1105012006007,5,224500.0,70000.0,2024-06-19
TRX632811,SC1105012006007,7,3400.0000000000005,,2024-08-26
TRX632812,SC1105012006007,7,3400.0000000000005,,2024-11-17
TRX632813,SC1105012006007,7,700.0000000000001,,2024-06-15
TRX632814,SC1105012006007,7,2500.0,,2024-02-13
TRX632815,SC1105012006007,8,196000.0,,2024-10-23
TRX632816,SC1105012006007,8,164000.0,30000.0,2024-08-25
TRX632817,SC1105012006007,10,1900.0,,2024-11-13
TRX632818,SC1105012006007,10,6000.0,,2024-02-22
TRX632819,SC1105012006007,10,12100.0,,2024-02-23
TRX632820,SC1105012006007,12,59500.0,,2024-01-20
TRX632821,SC1105012006007,12,160500.0,10000.0,2024-06-01
TRX632822,SC1105012006007,13,10400.0,,2024-12-18
TRX632823,SC1105012006007,13,39600.0,,2024-10-22
TRX632824,SC1105012006007,14,92899.99999999999,,2024-01-03
TRX632825,SC1105012006007,14,15700.0,,2024-08-23
TRX632826,SC1105012006007,14,12300.0,7100.0,2024-05-15
TRX632827,SC1105012006007,14,79100.0,12900.0,2024-07-19
TRX632828,SC1105012006007,17,109600.00000000001,,2024-03-19
TRX632829,SC1105012006007,17,34600.0,,2024-08-06
TRX632830,SC1105012006007,17,5799.999999999982,5799.999999999982,2024-02-20
TRX632831,SC1105012006007,18,4200.0,,2024-08-22
TRX632832,SC1105012006007,18,7100.0,,2024-07-27
TRX632833,SC1105012006007,18,3000.0,,2024-09-08
TRX632834,SC1105012006007,18,5700.000000000002,,2024-07-13
TRX632835,SC1105012012001,1,40599.99999999999,,2024-01-14
TRX632836,SC1105012012001,1,132100.0,,2024-07-29
TRX632837,SC1105012012001,1,92200.0,7200.0,2024-03-30
TRX632838,SC1105012012001,1,75099.99999999999,2800.0000000000005,2024-04-08
TRX632839,SC1105012012001,2,2700.0,,2024-01-29
TRX632840,SC1105012012001,2,2800.0000000000005,,2024-01-03
TRX632841,SC1105012012001,2,900.0,,2024-09-13
TRX632842,SC1105012012001,2,3600.0,,2024-12-26
TRX632843,SC1105012012001,3,65000.0,,2024-10-12
TRX632844,SC1105012012001,3,72200.0,,2024-04-05
TRX632845,SC1105012012001,3,62800.0,10000.0,2024-03-14
TRX632846,SC1105012012001,4,205700.0,,2024-06-05
TRX632847,SC1105012012001,4,44300.0,10000.0,2024-03-28
TRX632848,SC1105012012001,5,22900.0,,2024-07-23
TRX632849,SC1105012012001,5,87100.00000000001,50000.0,2024-03-27
TRX632850,SC1105012012001,7,5400.0,,2024-10-27
TRX632851,SC1105012012001,7,8200.0,,2024-05-09
TRX632852,SC1105012012001,7,6400.0,6400.0,2024-05-20
TRX632853,SC1105012012001,8,184899.99999999997,,2024-08-08
TRX632854,SC1105012012001,8,167200.0,,2024-09-23
TRX632855,SC1105012012001,8,23300.0,23300.0,2024-04-06
TRX632856,SC1105012012001,8,64600.00000000007,56700.0,2024-08-22
TRX632857,SC1105012012001,12,54100.0,,2024-10-18
TRX632858,SC1105012012001,12,92700.0,,2024-12-20
TRX632859,SC1105012012001,12,134600.0,3800.0,2024-05-11
TRX632860,SC1105012012001,12,148600.0,6200.0,2024-12-07
TRX632861,SC1105012012001,13,5800.0,,2024-10-31
TRX632862,SC1105012012001,13,9800.0,,2024-12-19
TRX632863,SC1105012012001,13,300.0,,2024-09-01
TRX632864,SC1105012012001,13,4099.999999999998,,2024-09-26
TRX632865,SC1105012012001,14,77300.0,,2024-07-20
TRX632866,SC1105012012001,14,57200.0,,2024-08-22
TRX632867,SC1105012012001,14,105500.00000000003,10000.0,2024-08-02
TRX632868,SC1105012012001,17,79500.0,,2024-03-08
TRX632869,SC1105012012001,17,60500.0,20000.0,2024-02-27
TRX632870,SC1105012012001,18,71700.0,,2024-11-14
TRX632871,SC1105012012001,18,62800.0,,2024-12-19
TRX632872,SC1105012012001,18,5500.000000000016,,2024-03-04
TRX632873,SC1105012012004,1,222500.0,,2024-02-27
TRX632874,SC1105012012004,1,57500.0,50000.0,2024-05-20
TRX632875,SC1105012012004,2,25900.0,,2024-05-30
TRX632876,SC1105012012004,2,2900.0,,2024-11-22
TRX632877,SC1105012012004,2,20299.999999999996,19100.0,2024-07-23
TRX632878,SC1105012012004,2,20900.0,20900.0,2024-09-13
TRX632879,SC1105012012004,3,39800.0,,2024-07-22
TRX632880,SC1105012012004,3,40000.0,,2024-10-08
TRX632881,SC1105012012004,3,42699.99999999999,,2024-12-30
TRX632882,SC1105012012004,3,107500.0,,2024-05-01
TRX632883,SC1105012012004,4,115900.0,,2024-11-01
TRX632884,SC1105012012004,4,224100.0,70000.0,2024-08-09
TRX632885,SC1105012012004,5,108699.99999999999,,2024-03-19
TRX632886,SC1105012012004,5,6300.0,,2024-07-14
TRX632887,SC1105012012004,5,9500.0,9500.0,2024-12-15
TRX632888,SC1105012012004,5,165500.0,40500.0,2024-11-05
TRX632889,SC1105012012004,8,169200.00000000003,,2024-05-10
TRX632890,SC1105012012004,8,330800.0,110000.0,2024-04-14
TRX632891,SC1105012012004,9,2400.0,,2024-12-24
TRX632892,SC1105012012004,9,3800.0,,2024-12-03
TRX632893,SC1105012012004,9,1100.0,,2024-08-30
TRX632894,SC1105012012004,9,2700.0,,2024-11-16
TRX632895,SC1105012012004,10,7900.0,,2024-02-14
TRX632896,SC1105012012004,10,6400.0,,2024-09-09
TRX632897,SC1105012012004,10,5699.999999999999,,2024-02-07
TRX632898,SC1105012012004,11,6899.999999999999,,2024-03-15
TRX632899,SC1105012012004,11,3100.0,,2024-09-13
TRX632900,SC1105012012004,12,200000.0,,2024-09-13
TRX632901,SC1105012012004,12,150000.0,30000.0,2024-06-30
TRX632902,SC1105012012004,14,46100.0,,2024-11-26
TRX632903,SC1105012012004,14,107800.0,,2024-07-20
TRX632904,SC1105012012004,14,16100.000000000002,10000.0,2024-10-21
TRX632905,SC1105012012004,15,3500.0,,2024-12-16
TRX632906,SC1105012012004,15,2900.0,,2024-01-29
TRX632907,SC1105012012004,15,700.0000000000001,,2024-12-03
TRX632908,SC1105012012004,15,2900.0,,2024-12-17
TRX632909,SC1105012012004,17,10200.0,,2024-06-01
TRX632910,SC1105012012004,17,79800.0,10000.0,2024-08-17
TRX632911,SC1105012012004,18,4900.0,,2024-10-15
TRX632912,SC1105012012004,18,4900.0,,2024-12-17
TRX632913,SC1105012012004,18,30900.0,8300.0,2024-07-10
TRX632914,SC1105012012004,18,19300.0,1700.0000000000002,2024-12-11
TRX632915,SC1105012012005,1,4400.0,,2024-12-20
TRX632916,SC1105012012005,1,128500.0,,2024-09-15
TRX632917,SC1105012012005,1,47100.0,40000.0,2024-04-18
TRX632918,SC1105012012005,2,18100.0,,2024-07-19
TRX632919,SC1105012012005,2,20900.0,,2024-08-19
TRX632920,SC1105012012005,2,21000.0,20000.0,2024-12-23
TRX632921,SC1105012012005,3,26100.0,,2024-07-24
TRX632922,SC1105012012005,3,14900.0,,2024-08-22
TRX632923,SC1105012012005,3,148800.0,,2024-05-31
TRX632924,SC1105012012005,3,10200.0,,2024-05-27
TRX632925,SC1105012012005,4,154500.0,,2024-12-23
TRX632926,SC1105012012005,4,135500.0,50000.0,2024-12-24
TRX632927,SC1105012012005,5,131400.0,,2024-07-28
TRX632928,SC1105012012005,5,68600.0,30000.0,2024-07-26
TRX632929,SC1105012012005,7,14300.0,,2024-10-25
TRX632930,SC1105012012005,7,15700.0,10000.0,2024-11-05
TRX632931,SC1105012012005,8,97300.0,,2024-03-21
TRX632932,SC1105012012005,8,472700.00000000006,90000.0,2024-03-22
TRX632933,SC1105012012005,10,3600.0,,2024-11-24
TRX632934,SC1105012012005,10,2500.0,,2024-12-11
TRX632935,SC1105012012005,10,3100.0,,2024-07-27
TRX632936,SC1105012012005,10,800.000000000001,,2024-04-08
TRX632937,SC1105012012005,12,81700.0,,2024-05-14
TRX632938,SC1105012012005,12,65900.0,,2024-07-09
TRX632939,SC1105012012005,12,172399.99999999997,30000.0,2024-02-19
TRX632940,SC1105012012005,14,177800.0,,2024-10-19
TRX632941,SC1105012012005,14,32200.000000000004,10000.0,2024-12-03
TRX632942,SC1105012012005,15,10700.0,,2024-09-27
TRX632943,SC1105012012005,15,10100.0,,2024-02-07
TRX632944,SC1105012012005,15,3800.0,3800.0,2024-12-07
TRX632945,SC1105012012005,15,5400.0,5400.0,2024-02-28
TRX632946,SC1105012012005,17,31400.0,,2024-04-12
TRX632947,SC1105012012005,17,37900.0,,2024-05-17
TRX632948,SC1105012012005,17,30700.0,,2024-08-25
TRX632949,SC1105012012005,18,30200.0,,2024-03-03
TRX632950,SC1105012012005,18,19800.0,,2024-11-01
TRX632951,SC1105012012006,1,78200.0,,2024-08-01
TRX632952,SC1105012012006,1,82500.0,,2024-03-19
TRX632953,SC1105012012006,1,111500.0,52200.0,2024-10-24
TRX632954,SC1105012012006,1,17800.0,17800.0,2024-02-08
TRX632955,SC1105012012006,2,23900.0,,2024-12-15
TRX632956,SC1105012012006,2,3400.0000000000005,,2024-07-05
TRX632957,SC1105012012006,2,25800.0,23100.0,2024-05-23
TRX632958,SC1105012012006,2,6899.999999999999,6899.999999999999,2024-01-25
TRX632959,SC1105012012006,3,85200.0,,2024-06-22
TRX632960,SC1105012012006,3,94200.0,,2024-03-30
TRX632961,SC1105012012006,3,38100.0,14100.0,2024-03-21
TRX632962,SC1105012012006,3,92500.00000000001,5900.0,2024-05-01
TRX632963,SC1105012012006,4,9600.0,,2024-01-19
TRX632964,SC1105012012006,4,400.0,,2024-10-04
TRX632965,SC1105012012006,4,190000.0,10000.0,2024-01-08
TRX632966,SC1105012012006,5,84300.0,,2024-01-06
TRX632967,SC1105012012006,5,95700.0,60000.0,2024-12-02
TRX632968,SC1105012012006,6,3500.0,,2024-12-23
TRX632969,SC1105012012006,6,3100.0,,2024-01-11
TRX632970,SC1105012012006,6,3400.0000000000005,,2024-08-27
